city|state|state_name|county
Greencastle|MO|Missouri|Sullivan
Adamsville|OH|Ohio|Muskingum
Cuyamungue Grant|NM|New Mexico|Santa Fe
Midland|OH|Ohio|Clinton
Winslow West|AZ|Arizona|Navajo
Benedict|NE|Nebraska|York
Williams|IA|Iowa|Hamilton
Ellis Grove|IL|Illinois|Randolph
Veyo|UT|Utah|Washington
Houston Lake|MO|Missouri|Platte
Smithville Flats|NY|New York|Chenango
Hammondville|AL|Alabama|DeKalb
Waucoma|IA|Iowa|Fayette
Hollandale|WI|Wisconsin|Iowa
Westhope|ND|North Dakota|Bottineau
Vienna|MD|Maryland|Dorchester
Bailey Lakes|OH|Ohio|Ashland
Henderson|MI|Michigan|Shiawassee
Floridatown|FL|Florida|Santa Rosa
Midland|AR|Arkansas|Sebastian
Cumberland Gap|TN|Tennessee|Claiborne
Arpelar|OK|Oklahoma|Pittsburg
Metompkin|VA|Virginia|Accomack
Cade Lakes|TX|Texas|Burleson
Rosebush|MI|Michigan|Isabella
Post Lake|WI|Wisconsin|Langlade
Krakow|WI|Wisconsin|Shawano
Campbell Hill|IL|Illinois|Jackson
Lewistown|MD|Maryland|Frederick
Searchlight|NV|Nevada|Clark
Carlton|GA|Georgia|Madison
Calhoun|LA|Louisiana|Ouachita
Arimo|ID|Idaho|Bannock
Goldonna|LA|Louisiana|Natchitoches
New Trenton|IN|Indiana|Franklin
Geneva|MN|Minnesota|Freeborn
Jerome|AZ|Arizona|Yavapai
Herlong|CA|California|Lassen
Shrewsbury|WV|West Virginia|Kanawha
Kingston|UT|Utah|Piute
Newcastle|NE|Nebraska|Dixon
Junior|WV|West Virginia|Barbour
La Tierra|NM|New Mexico|Santa Fe
Lake Viking|MO|Missouri|Daviess
Wacissa|FL|Florida|Jefferson
Mokane|MO|Missouri|Callaway
Natchez|LA|Louisiana|Natchitoches
Clarksburg|CA|California|Yolo
Winter|WI|Wisconsin|Sawyer
Madison|VA|Virginia|Madison
Sanborn|MN|Minnesota|Redwood
Luthersburg|PA|Pennsylvania|Clearfield
Shorter|AL|Alabama|Macon
Foster Center|RI|Rhode Island|Providence
Hickory Hills|PA|Pennsylvania|Luzerne
Dewey Beach|DE|Delaware|Sussex
Applewold|PA|Pennsylvania|Armstrong
Brandon|IA|Iowa|Buchanan
Benton Ridge|OH|Ohio|Hancock
Canada Creek Ranch|MI|Michigan|Montmorency
Grahamsville|NY|New York|Sullivan
Fronton|TX|Texas|Starr
Adelphi|OH|Ohio|Ross
Persia|IA|Iowa|Harrison
Elkmont|AL|Alabama|Limestone
Ezel|KY|Kentucky|Morgan
Panama|IL|Illinois|Montgomery
Forbestown|CA|California|Butte
Wingate|IN|Indiana|Montgomery
Platte Center|NE|Nebraska|Platte
Pigeon Falls|WI|Wisconsin|Trempealeau
Rock Hill|LA|Louisiana|Grant
Sledge|MS|Mississippi|Quitman
West Harrison|IN|Indiana|Dearborn
Egg Harbor|WI|Wisconsin|Door
South Haven|KS|Kansas|Sumner
College Corner|OH|Ohio|Preble
Table Rock|NE|Nebraska|Pawnee
Royerton|IN|Indiana|Delaware
Belk|AL|Alabama|Fayette
Faith|SD|South Dakota|Meade
Hanaford|IL|Illinois|Franklin
Oak Grove|AR|Arkansas|Carroll
Salona|PA|Pennsylvania|Clinton
Granjeno|TX|Texas|Hidalgo
Dover|OK|Oklahoma|Kingfisher
Simms|MT|Montana|Cascade
Murray City|OH|Ohio|Hocking
Claypool|IN|Indiana|Kosciusko
Livonia Center|NY|New York|Livingston
Vernon Center|MN|Minnesota|Blue Earth
Fort McDermitt|NV|Nevada|Humboldt
Belgium|IL|Illinois|Vermilion
Auburntown|TN|Tennessee|Cannon
Blanca|CO|Colorado|Costilla
Magnetic Springs|OH|Ohio|Union
Goodrich|TX|Texas|Polk
Glendon|PA|Pennsylvania|Northampton
Rocky Point|OR|Oregon|Klamath
Wilton|MN|Minnesota|Beltrami
College Station|AR|Arkansas|Pulaski
Shipshewana Lake|IN|Indiana|LaGrange
Schellsburg|PA|Pennsylvania|Bedford
Agra|OK|Oklahoma|Lincoln
Lytton|IA|Iowa|Sac
Glencoe|KY|Kentucky|Gallatin
Stantonville|TN|Tennessee|McNairy
Wetmore|KS|Kansas|Nemaha
Birdseye|IN|Indiana|Dubois
Paguate|NM|New Mexico|Cibola
Nome|TX|Texas|Jefferson
Chapman|NE|Nebraska|Merrick
Potsdam|OH|Ohio|Miami
McClusky|ND|North Dakota|Sheridan
Dearing|KS|Kansas|Montgomery
Williamsville|MO|Missouri|Wayne
East Gillespie|IL|Illinois|Macoupin
Indian Wells|AZ|Arizona|Navajo
Harlansburg|PA|Pennsylvania|Lawrence
Wassaic|NY|New York|Dutchess
Townville|PA|Pennsylvania|Crawford
Martin|GA|Georgia|Stephens
Aneth|UT|Utah|San Juan
Chauncey|GA|Georgia|Dodge
Beaver Crossing|NE|Nebraska|Seward
Vernon|UT|Utah|Tooele
Gaastra|MI|Michigan|Iron
Nebo|IL|Illinois|Pike
Norman|AR|Arkansas|Montgomery
Ribera|NM|New Mexico|San Miguel
Morrow|AR|Arkansas|Washington
Mildred|TX|Texas|Navarro
Kendrick|ID|Idaho|Latah
Toston|MT|Montana|Broadwater
East New Market|MD|Maryland|Dorchester
Gagetown|MI|Michigan|Tuscola
Tuluksak|AK|Alaska|Bethel
Villa Esperanza|PR|Puerto Rico|Toa Baja
Fairbanks|IN|Indiana|Sullivan
Christine|TX|Texas|Atascosa
Howell|UT|Utah|Box Elder
Evening Shade|AR|Arkansas|Sharp
Dill City|OK|Oklahoma|Washita
Ostrander|MN|Minnesota|Fillmore
Liscomb|IA|Iowa|Marshall
Grenora|ND|North Dakota|Williams
Russell|MN|Minnesota|Lyon
Herbst|IN|Indiana|Grant
Pine Grove|WV|West Virginia|Wetzel
Mount Royal|PA|Pennsylvania|York
Akeley|MN|Minnesota|Hubbard
Fargo|OK|Oklahoma|Ellis
Gail|TX|Texas|Borden
Fancy Farm|KY|Kentucky|Graves
Bunker|MO|Missouri|Dent
Weldon|IL|Illinois|De Witt
Reserve|NM|New Mexico|Catron
Vanderbilt|PA|Pennsylvania|Fayette
Marklesburg|PA|Pennsylvania|Huntingdon
Abbott|TX|Texas|Hill
Little Ponderosa|OK|Oklahoma|Beaver
Onekama|MI|Michigan|Manistee
North San Ysidro|NM|New Mexico|San Miguel
Tonkawa Tribal Housing|OK|Oklahoma|Kay
Waterford|OH|Ohio|Washington
Avondale|MO|Missouri|Clay
Alford|FL|Florida|Jackson
Mount Clare|IL|Illinois|Macoupin
Barrett|MN|Minnesota|Grant
Chandler|MN|Minnesota|Murray
New Ulm|TX|Texas|Austin
Grandfalls|TX|Texas|Ward
Helmsburg|IN|Indiana|Brown
Crawfordsville|IA|Iowa|Washington
Witmer|PA|Pennsylvania|Lancaster
Eros|LA|Louisiana|Jackson
St. Martin|MN|Minnesota|Stearns
Nespelem Community|WA|Washington|Okanogan
Kings|IL|Illinois|Ogle
Finley|ND|North Dakota|Steele
Eastman|WI|Wisconsin|Crawford
Lenox|TN|Tennessee|Dyer
Leon|WV|West Virginia|Mason
Spencerville|IN|Indiana|DeKalb
Willis Wharf|VA|Virginia|Northampton
Latham|IL|Illinois|Logan
Lane|OK|Oklahoma|Atoka
Douglassville|PA|Pennsylvania|Berks
Hartwick Seminary|NY|New York|Otsego
New Post|WI|Wisconsin|Sawyer
Holiday Lake|IA|Iowa|Poweshiek
Kangley|IL|Illinois|LaSalle
Roy|NM|New Mexico|Harding
Perry|AR|Arkansas|Perry
Malta|ID|Idaho|Cassia
Leary|GA|Georgia|Calhoun
Somerville|OH|Ohio|Butler
Taloga|OK|Oklahoma|Dewey
Freeborn|MN|Minnesota|Freeborn
Palisade|NE|Nebraska|Hitchcock
Light Oak|NC|North Carolina|Cleveland
Beaverville|IL|Illinois|Iroquois
Lyle|WA|Washington|Klickitat
Hope|ND|North Dakota|Steele
Lewisville|IN|Indiana|Henry
Griffithville|AR|Arkansas|White
Numidia|PA|Pennsylvania|Columbia
Hunts Point|WA|Washington|King
Lomax|IL|Illinois|Henderson
Denton|GA|Georgia|Jeff Davis
Oak Creek Canyon|AZ|Arizona|Coconino
Copper Mountain|CO|Colorado|Summit
Clifton|VA|Virginia|Fairfax
Santa Clara|PR|Puerto Rico|Aguas Buenas
Hadar|NE|Nebraska|Pierce
Mound Valley|KS|Kansas|Labette
Gilbert|WV|West Virginia|Mingo
East Dailey|WV|West Virginia|Randolph
New Douglas|IL|Illinois|Madison
Pitsburg|OH|Ohio|Darke
Emmons|MN|Minnesota|Freeborn
Candelero Abajo|PR|Puerto Rico|Humacao
Picacho|AZ|Arizona|Pinal
Lakeridge|NV|Nevada|Douglas
Paxton|IN|Indiana|Sullivan
Melvin Village|NH|New Hampshire|Carroll
Havana|AR|Arkansas|Yell
Wyano|PA|Pennsylvania|Westmoreland
Casa Colorada|NM|New Mexico|Valencia
Whiteash|IL|Illinois|Williamson
Trenton|SC|South Carolina|Edgefield
Minburn|IA|Iowa|Dallas
St. Marie|MT|Montana|Valley
Carytown|MO|Missouri|Jasper
Cedar Point|TX|Texas|Polk
Newburg|MO|Missouri|Phelps
Middletown|IA|Iowa|Des Moines
Staunton|IN|Indiana|Clay
Nellie|OH|Ohio|Coshocton
Wainiha|HI|Hawaii|Kauai
Warren City|TX|Texas|Gregg
Fort Thomas|AZ|Arizona|Graham
Tradewinds|TX|Texas|San Patricio
Loma Mar|CA|California|San Mateo
Moore|ID|Idaho|Butte
Glen Ridge|FL|Florida|Palm Beach
Grandview Lake|IN|Indiana|Bartholomew
Jemez Springs|NM|New Mexico|Sandoval
Gilbert|LA|Louisiana|Franklin
Ionia|IA|Iowa|Chickasaw
East Hodge|LA|Louisiana|Jackson
Marblemount|WA|Washington|Skagit
Chickaloon|AK|Alaska|Matanuska-Susitna
Royal Lakes|IL|Illinois|Macoupin
Montgomery|MI|Michigan|Hillsdale
Elmira|OR|Oregon|Lane
Clutier|IA|Iowa|Tama
Skyland|NV|Nevada|Douglas
Cobalt|MO|Missouri|Madison
New Albany|PA|Pennsylvania|Bradford
Bennington|OK|Oklahoma|Bryan
Table Grove|IL|Illinois|Fulton
New Riegel|OH|Ohio|Seneca
New Odanah|WI|Wisconsin|Ashland
Linwood|KS|Kansas|Leavenworth
Hinkleville|WV|West Virginia|Upshur
Fountain|NC|North Carolina|Pitt
Harrisonburg|LA|Louisiana|Catahoula
Hersey|MI|Michigan|Osceola
Brownsboro Village|KY|Kentucky|Jefferson
Sherrodsville|OH|Ohio|Carroll
Clarence|LA|Louisiana|Natchitoches
Okolona|AR|Arkansas|Clark
Tremont|MS|Mississippi|Itawamba
Bayview|NC|North Carolina|Beaufort
Lost Creek|WV|West Virginia|Harrison
Centertown|MO|Missouri|Cole
Gillisonville|SC|South Carolina|Jasper
North Vandergrift|PA|Pennsylvania|Armstrong
Sidman|PA|Pennsylvania|Cambria
Hilham|TN|Tennessee|Overton
Morse|TX|Texas|Hansford
Casstown|OH|Ohio|Miami
Delight|AR|Arkansas|Pike
Nelson|AZ|Arizona|Pima
Mobile City|TX|Texas|Rockwall
Dixon|WY|Wyoming|Carbon
Stinesville|IN|Indiana|Monroe
Ozora|MO|Missouri|Ste. Genevieve
Clarksdale|MO|Missouri|DeKalb
Hamilton|MS|Mississippi|Monroe
Grand Lake|CO|Colorado|Grand
Fairmount|ND|North Dakota|Richland
Cyrus|MN|Minnesota|Pope
Austinburg|OH|Ohio|Ashtabula
Whiting|KS|Kansas|Jackson
Manns Choice|PA|Pennsylvania|Bedford
Buckman|MN|Minnesota|Morrison
Harrodsburg|IN|Indiana|Monroe
Deep River|IA|Iowa|Poweshiek
Lu Verne|IA|Iowa|Humboldt
Blandburg|PA|Pennsylvania|Cambria
Addieville|IL|Illinois|Washington
Thornton|AR|Arkansas|Calhoun
Boyne Falls|MI|Michigan|Charlevoix
Mesa Vista|CA|California|Alpine
Gillsville|GA|Georgia|Hall
Breedsville|MI|Michigan|Van Buren
East Laurinburg|NC|North Carolina|Scotland
Silver Lake|OR|Oregon|Lake
Greenleaf|KS|Kansas|Washington
Heckscherville|PA|Pennsylvania|Schuylkill
Waltonville|IL|Illinois|Jefferson
Santa Cruz|TX|Texas|Starr
Greensboro|PA|Pennsylvania|Greene
St. Johns|OH|Ohio|Auglaize
Buena Vista|PA|Pennsylvania|Allegheny
Glen Echo|MD|Maryland|Montgomery
Plaza|ND|North Dakota|Mountrail
Delphos|KS|Kansas|Ottawa
Martinsburg|OH|Ohio|Knox
Pottersville|NJ|New Jersey|Hunterdon
Fairhaven|CA|California|Humboldt
Templeton|IA|Iowa|Carroll
Forgan|OK|Oklahoma|Beaver
Wilburn|AR|Arkansas|Cleburne
Dupont|OH|Ohio|Putnam
Yeehaw Junction|FL|Florida|Osceola
Burdett|KS|Kansas|Pawnee
Greasewood|AZ|Arizona|Navajo
Keo|AR|Arkansas|Lonoke
Nixon|NV|Nevada|Washoe
Royal|IL|Illinois|Champaign
Bellflower|MO|Missouri|Montgomery
Bombay Beach|CA|California|Imperial
Rose Hill Acres|TX|Texas|Hardin
Sylvan Grove|KS|Kansas|Lincoln
Bancroft|ID|Idaho|Caribou
Martin City|MT|Montana|Flathead
East Arcadia|NC|North Carolina|Bladen
Vann Crossroads|NC|North Carolina|Sampson
Bainville|MT|Montana|Roosevelt
Millsboro|PA|Pennsylvania|Washington
Glen Arbor|MI|Michigan|Leelanau
Beal City|MI|Michigan|Isabella
Ransom|IL|Illinois|LaSalle
Gary City|TX|Texas|Panola
Martinton|IL|Illinois|Iroquois
Rienzi|MS|Mississippi|Alcorn
Excelsior Estates|MO|Missouri|Ray
Heron|MT|Montana|Sanders
Burbank|OH|Ohio|Wayne
McConnells|SC|South Carolina|York
Copper Center|AK|Alaska|Copper River
Mingus|TX|Texas|Palo Pinto
Oden|AR|Arkansas|Montgomery
Waverly|AL|Alabama|Chambers
Akron|MI|Michigan|Tuscola
Anon Raices|PR|Puerto Rico|Ponce
Edmondson|AR|Arkansas|Crittenden
Melvin|IA|Iowa|Osceola
Kaw City|OK|Oklahoma|Kay
Meansville|GA|Georgia|Pike
Clatonia|NE|Nebraska|Gage
Mount Pleasant|AR|Arkansas|Izard
Arthur|IN|Indiana|Pike
Johnson|NE|Nebraska|Nemaha
Skamokawa Valley|WA|Washington|Wahkiakum
Vesta|MN|Minnesota|Redwood
Strawberry|AR|Arkansas|Lawrence
St. Libory|NE|Nebraska|Howard
New Meadows|ID|Idaho|Adams
Vanlue|OH|Ohio|Hancock
Chaseburg|WI|Wisconsin|Vernon
Barber|OK|Oklahoma|Cherokee
Pine Village|IN|Indiana|Warren
Gordonville|AL|Alabama|Lowndes
Bayard|WV|West Virginia|Grant
North Washington|CO|Colorado|Adams
Deal Island|MD|Maryland|Somerset
Gatesville|NC|North Carolina|Gates
Cullomburg|AL|Alabama|Choctaw
Colony|KS|Kansas|Anderson
Virgil|IL|Illinois|Kane
Gentryville|IN|Indiana|Spencer
Montrose|WV|West Virginia|Randolph
Arenzville|IL|Illinois|Cass
Rock Springs|WI|Wisconsin|Sauk
Yaak|MT|Montana|Lincoln
Mountain Ranch|CA|California|Calaveras
Spartansburg|PA|Pennsylvania|Crawford
Angie|LA|Louisiana|Washington
Amboy|IN|Indiana|Miami
Harbor Island|SC|South Carolina|Beaufort
New Pittsburg|OH|Ohio|Wayne
Woodside|DE|Delaware|Kent
Tunnelhill|PA|Pennsylvania|Blair
Proctorsville|VT|Vermont|Windsor
Goose Lake|IA|Iowa|Clinton
Merriam|IN|Indiana|Noble
Nashua|MT|Montana|Valley
New Miami Colony|MT|Montana|Pondera
Cameron|OK|Oklahoma|Le Flore
Wildwood|TX|Texas|Hardin
Anderson|AL|Alabama|Lauderdale
Rosemont|MD|Maryland|Frederick
Teller|AK|Alaska|Nome
Rocky Ford|GA|Georgia|Screven
Deloit|IA|Iowa|Crawford
Chupadero|NM|New Mexico|Santa Fe
Hull|TX|Texas|Liberty
Quemado|NM|New Mexico|Catron
Grandin|MO|Missouri|Carter
Tanana|AK|Alaska|Yukon-Koyukuk
Bowler|WI|Wisconsin|Shawano
Robbins|CA|California|Sutter
San Lorenzo|NM|New Mexico|Grant
Gary|MN|Minnesota|Norman
St. Charles|KY|Kentucky|Hopkins
River Point|OR|Oregon|Clatsop
Bieber|CA|California|Lassen
Coleman|OK|Oklahoma|Johnston
Marion|MN|Minnesota|Olmsted
Clinton|MN|Minnesota|Big Stone
Lester|IA|Iowa|Lyon
Petersburg|OH|Ohio|Mahoning
Rockford Bay|ID|Idaho|Kootenai
Centre Island|NY|New York|Nassau
Mongo|IN|Indiana|LaGrange
Manlius|IL|Illinois|Bureau
Alton|UT|Utah|Kane
Bladensburg|OH|Ohio|Knox
Baron|OK|Oklahoma|Adair
Marland|OK|Oklahoma|Noble
Ravensdale|WA|Washington|King
Ranchitos del Norte|TX|Texas|Starr
Greensboro Bend|VT|Vermont|Orleans
Floyd|IA|Iowa|Floyd
Needmore|IN|Indiana|Lawrence
Norway|IN|Indiana|White
Halbur|IA|Iowa|Carroll
Stanton|MO|Missouri|Franklin
Cashion Community|TX|Texas|Wichita
Big Bay|MI|Michigan|Marquette
Easton|KS|Kansas|Leavenworth
Lacona|IA|Iowa|Warren
City of Creede|CO|Colorado|Mineral
Cooter|MO|Missouri|Pemiscot
El Castillo|TX|Texas|Starr
Holland Patent|NY|New York|Oneida
Cantril|IA|Iowa|Van Buren
Westside|IA|Iowa|Crawford
Sandborn|IN|Indiana|Knox
Shirley|AR|Arkansas|Van Buren
Marlin|PA|Pennsylvania|Schuylkill
Milford|KS|Kansas|Geary
Woodburn|KY|Kentucky|Warren
Leach|OK|Oklahoma|Delaware
Wood|PA|Pennsylvania|Bedford
Talala|OK|Oklahoma|Rogers
Hilltown|VA|Virginia|Grayson
Hodges|AL|Alabama|Franklin
St. Thomas|ND|North Dakota|Pembina
Etowah|AR|Arkansas|Mississippi
Abrams|WI|Wisconsin|Oconto
Rodanthe|NC|North Carolina|Dare
Onaway|ID|Idaho|Latah
Fort Supply|OK|Oklahoma|Woodward
Columbus City|IA|Iowa|Louisa
Ellenton|GA|Georgia|Colquitt
Washburn|TX|Texas|Armstrong
Onslow|IA|Iowa|Jones
Saratoga|NC|North Carolina|Wilson
Koyuk|AK|Alaska|Nome
Murdock|MN|Minnesota|Swift
Belmont|OH|Ohio|Belmont
Branchdale|PA|Pennsylvania|Schuylkill
Fountain Run|KY|Kentucky|Monroe
Idledale|CO|Colorado|Jefferson
Capitola|FL|Florida|Leon
Crows Landing|CA|California|Stanislaus
Glen Acres|NM|New Mexico|Hidalgo
Topaz Lake|NV|Nevada|Douglas
Pawlet|VT|Vermont|Rutland
Cementon|NY|New York|Greene
Easton|MO|Missouri|Buchanan
Zihlman|MD|Maryland|Allegany
Ingalls|KS|Kansas|Gray
Taft|TN|Tennessee|Lincoln
Hunker|PA|Pennsylvania|Westmoreland
Sawyer|ND|North Dakota|Ward
Rockford|ID|Idaho|Bingham
Neosho Rapids|KS|Kansas|Lyon
Lagro|IN|Indiana|Wabash
Apple River|IL|Illinois|Jo Daviess
Dillard|GA|Georgia|Rabun
Pullman|WV|West Virginia|Ritchie
Lake Cavanaugh|WA|Washington|Skagit
Malcolm|AL|Alabama|Washington
Junction|UT|Utah|Piute
Millersville|MO|Missouri|Cape Girardeau
San Carlos II|TX|Texas|Webb
Scandia|KS|Kansas|Republic
Delaware Park|NJ|New Jersey|Warren
Buckner|IL|Illinois|Franklin
Fallon|MT|Montana|Prairie
Melvern|KS|Kansas|Osage
Froid|MT|Montana|Roosevelt
Annex|OR|Oregon|Malheur
Painter|VA|Virginia|Accomack
Yorkville|TN|Tennessee|Gibson
South Toledo Bend|TX|Texas|Newton
Twin Forks|NM|New Mexico|Otero
Quimby|IA|Iowa|Cherokee
Ridgeley|WV|West Virginia|Mineral
Kanarraville|UT|Utah|Iron
Hickox|GA|Georgia|Brantley
Parcelas Mandry|PR|Puerto Rico|Ponce
Elberta|UT|Utah|Utah
Lowell|KS|Kansas|Cherokee
Alba|MI|Michigan|Antrim
Eastlake|MI|Michigan|Manistee
Aurora|WV|West Virginia|Preston
Cranfills Gap|TX|Texas|Bosque
Port Elizabeth|NJ|New Jersey|Cumberland
Bloomburg|TX|Texas|Cass
Diggins|MO|Missouri|Webster
Staples|TX|Texas|Guadalupe
Woodland|GA|Georgia|Talbot
Moseleyville|KY|Kentucky|Daviess
Mindoro|WI|Wisconsin|La Crosse
Herndon|PA|Pennsylvania|Northumberland
Sterling|UT|Utah|Sanpete
Smithville|GA|Georgia|Lee
Dyer|NV|Nevada|Esmeralda
Briggsville|WI|Wisconsin|Marquette
Briarwood Estates|MO|Missouri|Jefferson
Lake Huntington|NY|New York|Sullivan
Elizabethtown|IL|Illinois|Hardin
Greeley|KS|Kansas|Anderson
McRoberts|KY|Kentucky|Letcher
Indian Point|PA|Pennsylvania|Wayne
Walcott|ND|North Dakota|Richland
Ages|KY|Kentucky|Harlan
Big Clifty|KY|Kentucky|Grayson
Delaware|OK|Oklahoma|Nowata
Bloomingdale|IN|Indiana|Parke
Deer Park|MD|Maryland|Garrett
Rattan|OK|Oklahoma|Pushmataha
Amazonia|MO|Missouri|Andrew
Halchita|UT|Utah|San Juan
Esto|FL|Florida|Holmes
Crystal Springs|AR|Arkansas|Garland
Brandt|OH|Ohio|Miami
Puako|HI|Hawaii|Hawaii
Williston|MD|Maryland|Caroline
County Line|AL|Alabama|Blount
Mohrsville|PA|Pennsylvania|Berks
Taylor Landing|TX|Texas|Jefferson
Long Beach|MN|Minnesota|Pope
Lake View|TX|Texas|Val Verde
Port Clinton|PA|Pennsylvania|Schuylkill
Trilby|FL|Florida|Pasco
Woodruff|UT|Utah|Rich
Bronson|IA|Iowa|Woodbury
Waverly|FL|Florida|Polk
Crystal|NM|New Mexico|San Juan
New Hampton|MO|Missouri|Harrison
Hickory Ridge|AR|Arkansas|Cross
Hackensack|MN|Minnesota|Cass
Harrisonville|NJ|New Jersey|Gloucester
Midland|PA|Pennsylvania|Washington
Ewing|IL|Illinois|Franklin
South Williamson|KY|Kentucky|Pike
Bonesteel|SD|South Dakota|Gregory
Moneta|VA|Virginia|Bedford
San Miguel|AZ|Arizona|Pima
Leamington|UT|Utah|Millard
Mingoville|PA|Pennsylvania|Centre
Palisades|TX|Texas|Randall
West Pawlet|VT|Vermont|Rutland
Trinity Center|CA|California|Trinity
Langleyville|IL|Illinois|Christian
Stockdale|PA|Pennsylvania|Washington
Junction City|WI|Wisconsin|Portage
Russellville|IN|Indiana|Putnam
Ashley Heights|NC|North Carolina|Hoke
San Simeon|CA|California|San Luis Obispo
Orick|CA|California|Humboldt
Lostine|OR|Oregon|Wallowa
Zuehl|TX|Texas|Guadalupe
Salem Heights|OH|Ohio|Columbiana
Snake Creek|OK|Oklahoma|Mayes
Alma|IL|Illinois|Marion
Meservey|IA|Iowa|Cerro Gordo
Hayden|IN|Indiana|Jennings
Coldfoot|AK|Alaska|Yukon-Koyukuk
Dyckesville|WI|Wisconsin|Brown
Druid Hills|KY|Kentucky|Jefferson
Garland|AR|Arkansas|Miller
Mackeyville|PA|Pennsylvania|Clinton
Lisbon|IL|Illinois|Kendall
Winchester|ID|Idaho|Lewis
Frost|MN|Minnesota|Faribault
Goose Creek|KY|Kentucky|Jefferson
Starks|LA|Louisiana|Calcasieu
Edom|TX|Texas|Van Zandt
Wardner|ID|Idaho|Shoshone
Hysham|MT|Montana|Treasure
Fort Coffee|OK|Oklahoma|Le Flore
Wellman|TX|Texas|Terry
Neahkahnie|OR|Oregon|Tillamook
Lake Chaffee|CT|Connecticut|Northeastern Connecticut
Burns|KS|Kansas|Marion
Davenport|NE|Nebraska|Thayer
Reinerton|PA|Pennsylvania|Schuylkill
Crumpton|MD|Maryland|Queen Anne's
McCook|IL|Illinois|Cook
Bremen|KY|Kentucky|Muhlenberg
Jordan|MT|Montana|Garfield
Raysal|WV|West Virginia|McDowell
Chewsville|MD|Maryland|Washington
Sauget|IL|Illinois|St. Clair
Roberts|MT|Montana|Carbon
Athalia|OH|Ohio|Lawrence
Spencer|NE|Nebraska|Boyd
Lindsay|NE|Nebraska|Platte
Malden|WV|West Virginia|Kanawha
Shaft|MD|Maryland|Allegany
Richvale|CA|California|Butte
Biggsville|IL|Illinois|Henderson
Arpin|WI|Wisconsin|Wood
Dodgeville|MI|Michigan|Houghton
Matagorda|TX|Texas|Matagorda
Banks|AL|Alabama|Pike
Millbrook|IL|Illinois|Kendall
Young America|IN|Indiana|Cass
Grammer|IN|Indiana|Bartholomew
Imbler|OR|Oregon|Union
Sandia|TX|Texas|Jim Wells
Coinjock|NC|North Carolina|Currituck
Avondale|CO|Colorado|Pueblo
Otter Lake|IN|Indiana|Steuben
Lowrey|OK|Oklahoma|Cherokee
Mallard Bay|OK|Oklahoma|Wagoner
Oslo|MN|Minnesota|Marshall
Berrysburg|PA|Pennsylvania|Dauphin
Lockhart|AL|Alabama|Covington
Quechee|VT|Vermont|Windsor
Randlett|OK|Oklahoma|Cotton
East Dorset|VT|Vermont|Bennington
Clifford|MI|Michigan|Lapeer
Braden|TN|Tennessee|Fayette
Thompson|PA|Pennsylvania|Susquehanna
Gateway|AR|Arkansas|Benton
Springfield Center|NY|New York|Otsego
Buckatunna|MS|Mississippi|Wayne
Stoutland|MO|Missouri|Camden
Jamestown|MO|Missouri|Moniteau
Elmer City|WA|Washington|Okanogan
Port Hope|MI|Michigan|Huron
Humbird|WI|Wisconsin|Clark
Atalissa|IA|Iowa|Muscatine
Irwin|IA|Iowa|Shelby
Hydaburg|AK|Alaska|Prince of Wales-Hyder
Lakewood|WI|Wisconsin|Oconto
Prairie Creek|IN|Indiana|Vigo
Sarah Ann|WV|West Virginia|Logan
Comfrey|MN|Minnesota|Brown
Chestnut|IL|Illinois|Logan
Edroy|TX|Texas|San Patricio
Hancocks Bridge|NJ|New Jersey|Salem
Lambs Grove|IA|Iowa|Jasper
Newsoms|VA|Virginia|Southampton
Jewett|IL|Illinois|Cumberland
Kincaid|WV|West Virginia|Fayette
Denning|AR|Arkansas|Franklin
East Globe|AZ|Arizona|Gila
Haring|MI|Michigan|Wexford
Berkey|OH|Ohio|Lucas
Newhope|AR|Arkansas|Pike
Hermosa|SD|South Dakota|Custer
Notchietown|OK|Oklahoma|Sequoyah
South Mountain|TX|Texas|Coryell
Guide Rock|NE|Nebraska|Webster
Shawnee|OH|Ohio|Perry
Reevesville|SC|South Carolina|Dorchester
Garfield|MN|Minnesota|Douglas
Andersonville|GA|Georgia|Sumter
Medora|IL|Illinois|Macoupin
Lost Bridge Village|AR|Arkansas|Benton
Arthur|IA|Iowa|Ida
Summer Shade|KY|Kentucky|Metcalfe
North Sultan|WA|Washington|Snohomish
Staplehurst|NE|Nebraska|Seward
Pakala Village|HI|Hawaii|Kauai
Timber Hills|PA|Pennsylvania|Lebanon
Ulster|PA|Pennsylvania|Bradford
Clam Gulch|AK|Alaska|Kenai Peninsula
West Liberty|PA|Pennsylvania|Butler
Toone|TN|Tennessee|Hardeman
Grosse Tete|LA|Louisiana|Iberville
Roscoe|SD|South Dakota|Edmunds
Covington|TX|Texas|Hill
Andersonville|TN|Tennessee|Anderson
Goltry|OK|Oklahoma|Alfalfa
Ridgeville Corners|OH|Ohio|Henry
Keokee|VA|Virginia|Lee
Marshall|OK|Oklahoma|Logan
Mapleton|IL|Illinois|Peoria
Koosharem|UT|Utah|Sevier
Beaux Arts Village|WA|Washington|King
Ukiah|OR|Oregon|Umatilla
Albright|WV|West Virginia|Preston
Kimballton|IA|Iowa|Audubon
Bloomfield|CA|California|Sonoma
South Mills|NC|North Carolina|Camden
Rollinsville|CO|Colorado|Gilpin
