City|State short|State full|County|Latitude|Longitude|ZIP codes|Population|Density|Timezone
Woodson|AR|Arkansas|Pulaski|34.538|-92.2211|72065,72206,72180|724|64.3|America/Chicago
Prospect|OR|Oregon|Jackson|42.7526|-122.4757|97536|724|79.9|America/Los_Angeles
Toughkenamon|PA|Pennsylvania|Chester|39.8313|-75.7565|19374,19311|724|135.5|America/New_York
La Cueva|NM|New Mexico|Santa Fe|35.5776|-105.7339|87535|724|36.4|America/Denver
Saxton|PA|Pennsylvania|Bedford|40.2127|-78.247|16678|723|686.9|America/New_York
Vernon|FL|Florida|Washington|30.6197|-85.7062|32462|723|58.6|America/Chicago
Sequoyah|OK|Oklahoma|Rogers|36.3798|-95.5969|74017|723|35.2|America/Chicago
Ainsworth|IA|Iowa|Washington|41.2901|-91.5545|52201|723|461.4|America/Chicago
Congerville|IL|Illinois|Woodford|40.6168|-89.2051|61729|723|290|America/Chicago
Solon Springs|WI|Wisconsin|Douglas|46.3495|-91.8207|54873|723|178.3|America/Chicago
Manderson-White Horse Creek|SD|South Dakota|Oglala Lakota|43.235|-102.4916|57756|723|48.7|America/Denver
Grafton|IL|Illinois|Jersey|38.9764|-90.4258|62037|723|75.2|America/Chicago
Wadsworth|NV|Nevada|Washoe|39.6322|-119.2901|89442|723|75.2|America/Los_Angeles
Healy|AK|Alaska|Denali|63.9454|-149.0151|99743|723|0|America/Anchorage
Maricopa Colony|AZ|Arizona|Maricopa|33.3626|-112.2267|85339|723|50.9|America/Phoenix
Presque Isle Harbor|MI|Michigan|Presque Isle|45.3226|-83.4858|49777|722|43.7|America/Detroit
Folsom|LA|Louisiana|St. Tammany|30.631|-90.1941|70437|722|140.1|America/Chicago
Noorvik|AK|Alaska|Northwest Arctic|66.8292|-161.0377|99763|722|302.3|America/Anchorage
Oak Run|IL|Illinois|Knox|40.9635|-90.1331|61428|722|65.2|America/Chicago
Tilden|IL|Illinois|Randolph|38.2124|-89.684|62292|722|286|America/Chicago
Hartland|MI|Michigan|Livingston|42.6597|-83.7446|48353,48430|722|122.1|America/Detroit
Philadelphia|TN|Tennessee|Loudon|35.6791|-84.3999|37846|722|179.3|America/New_York
Iron Station|NC|North Carolina|Lincoln|35.4515|-81.1568|28080|722|118|America/New_York
Sarepta|LA|Louisiana|Webster|32.8963|-93.4517|71071|721|170.5|America/Chicago
Point Hope|AK|Alaska|North Slope|68.3445|-166.6738|99766|721|55.5|America/Nome
Rocksprings|TX|Texas|Edwards|30.0172|-100.2128|78880|721|229.1|America/Chicago
Sonoita|AZ|Arizona|Santa Cruz|31.6646|-110.6427|85637|721|26.2|America/Phoenix
East Tulare Villa|CA|California|Tulare|36.2038|-119.2803|93274|721|523.1|America/Los_Angeles
Westley|CA|California|Stanislaus|37.5469|-121.2009|95363,95387|721|671.5|America/Los_Angeles
Virginia City|NV|Nevada|Storey|39.3074|-119.6483|89440|721|321.2|America/Los_Angeles
Allenwood|NJ|New Jersey|Monmouth|40.1384|-74.1032|07719,08720,08724|721|159.5|America/New_York
Oceanville|NJ|New Jersey|Atlantic|39.4774|-74.4569|8205|721|176.7|America/New_York
Adena|OH|Ohio|Jefferson|40.2166|-80.8762|43901|720|517.5|America/New_York
New Berlin|PA|Pennsylvania|Union|40.8806|-76.9843|17855|720|716.8|America/New_York
Scurry|TX|Texas|Kaufman|32.5125|-96.3846|75158|720|139.1|America/Chicago
Port Trevorton|PA|Pennsylvania|Snyder|40.6924|-76.894|17864|720|82.2|America/New_York
McIntyre|GA|Georgia|Wilkinson|32.8466|-83.2011|31054|720|53.5|America/New_York
Renova|MS|Mississippi|Bolivar|33.7805|-90.7232|38732|720|320.4|America/Chicago
Hamden|OH|Ohio|Vinton|39.1592|-82.5243|45634|720|506|America/New_York
Arlington|OR|Oregon|Gilliam|45.7207|-120.1887|97812,97861|720|131.2|America/Los_Angeles
Brantleyville|AL|Alabama|Shelby|33.2196|-86.882|35114|720|126.6|America/Chicago
Schram City|IL|Illinois|Montgomery|39.1631|-89.4609|62049|720|490.6|America/Chicago
Greenwood|MN|Minnesota|Hennepin|44.9122|-93.555|55331|720|825.4|America/Chicago
Baywood|VA|Virginia|Grayson|36.6172|-81.0094|24333|719|86.9|America/New_York
Walnut Grove|MN|Minnesota|Redwood|44.225|-95.4692|56180|719|254.6|America/Chicago
Davenport|OK|Oklahoma|Lincoln|35.7094|-96.7645|74026|719|266.3|America/Chicago
Mackay|ID|Idaho|Custer|43.912|-113.6128|83251|719|320.5|America/Boise
North Gate|CA|California|Contra Costa|37.9055|-121.9978|94598|719|377.5|America/Los_Angeles
Glendale|OR|Oregon|Douglas|42.7381|-123.4294|97442|719|707.7|America/Los_Angeles
Alexis|IL|Illinois|Warren|41.063|-90.5555|61412|719|584.6|America/Chicago
Annabella|UT|Utah|Sevier|38.7059|-112.0587|84711|719|426.1|America/Denver
Russellville|TN|Tennessee|Hamblen|36.258|-83.1966|37860,37891|719|267.2|America/New_York
Atlas|PA|Pennsylvania|Northumberland|40.7974|-76.4284|17851|719|841.7|America/New_York
Ridgecrest|LA|Louisiana|Concordia|31.6018|-91.5304|71334|718|645.1|America/Chicago
Cedarville|CA|California|Modoc|41.5281|-120.1748|96104|718|50.9|America/Los_Angeles
Corfu|NY|New York|Genesee|42.9611|-78.4028|14036|718|278.6|America/New_York
Fountain City|IN|Indiana|Wayne|39.9549|-84.9192|47341|718|1023.3|America/Indiana/Indianapolis
Cloverdale|MS|Mississippi|Adams|31.496|-91.4152|39120|718|243.6|America/Chicago
Bass Lake|OH|Ohio|Geauga|41.5555|-81.2257|44024|718|310.5|America/New_York
Madison Place|OH|Ohio|Hamilton|39.1553|-84.3765|45227|718|2691.6|America/New_York
Picture Rocks|PA|Pennsylvania|Lycoming|41.2804|-76.7079|17762,17737|718|284.5|America/New_York
Blue Ridge Manor|KY|Kentucky|Jefferson|38.2434|-85.5647|40223|718|2467.7|America/New_York
White Mills|PA|Pennsylvania|Wayne|41.535|-75.2021|18473,18428|718|186.9|America/New_York
La Puerta|TX|Texas|Starr|26.3468|-98.7505|78582|718|687.7|America/Chicago
Bakersville|NC|North Carolina|Mitchell|36.0154|-82.1582|28705|718|364.7|America/New_York
Jefferson|SD|South Dakota|Union|42.6043|-96.5661|57038|717|542.3|America/Chicago
Highmore|SD|South Dakota|Hyde|44.5214|-99.4394|57345|717|146.9|America/Chicago
Myrtle Springs|TX|Texas|Van Zandt|32.6151|-95.9329|75169|717|37.9|America/Chicago
Carnesville|GA|Georgia|Franklin|34.3729|-83.2328|30521|717|76.9|America/New_York
McRae|AR|Arkansas|White|35.1119|-91.8253|72102|717|411.4|America/Chicago
White Springs|FL|Florida|Hamilton|30.3317|-82.7562|32096|717|151.4|America/New_York
Green Mountain Falls|CO|Colorado|El Paso|38.9344|-105.0238|80819|717|238.8|America/Denver
Unionville|PA|Pennsylvania|Butler|40.9423|-79.9613|16001|717|107.8|America/New_York
Cimarron|NM|New Mexico|Colfax|36.5083|-104.9104|87714|717|130.7|America/Denver
Kopperston|WV|West Virginia|Wyoming|37.7502|-81.5764|24854|717|145.2|America/New_York
Crabtree|OR|Oregon|Linn|44.6376|-122.9059|97335,97374|717|152.5|America/Los_Angeles
Continental Courts|PA|Pennsylvania|Centre|40.8705|-77.8658|16823|717|522.4|America/New_York
Satsop|WA|Washington|Grays Harbor|47.0223|-123.4737|98583,98541|717|39.4|America/Los_Angeles
Sebeka|MN|Minnesota|Wadena|46.6292|-95.0879|56477|716|111.8|America/Chicago
Dalzell|IL|Illinois|Bureau|41.3559|-89.1763|61362,61320|716|337|America/Chicago
Piper City|IL|Illinois|Ford|40.7562|-88.189|60959|716|498.3|America/Chicago
Bloomington|WI|Wisconsin|Grant|42.8931|-90.9264|53804|716|219.1|America/Chicago
Yatesville|PA|Pennsylvania|Luzerne|41.3038|-75.7822|18640|716|441|America/New_York
Clyde|CA|California|Contra Costa|38.0253|-122.028|94520|716|661.4|America/Los_Angeles
Forkland|AL|Alabama|Greene|32.6489|-87.8671|36740|716|79.1|America/Chicago
Edenburg|PA|Pennsylvania|Berks|40.5658|-75.9593|19526|716|479|America/New_York
Blandinsville|IL|Illinois|McDonough|40.554|-90.8683|61420|715|315.4|America/Chicago
Bentleyville|OH|Ohio|Cuyahoga|41.4121|-81.4121|44022|715|108.5|America/New_York
Blackduck|MN|Minnesota|Beltrami|47.7263|-94.548|56630|715|118.7|America/Chicago
Eleva|WI|Wisconsin|Trempealeau|44.5764|-91.4705|54738|715|493.2|America/Chicago
Saybrook|IL|Illinois|McLean|40.4283|-88.5266|61770|714|343.8|America/Chicago
Hickory Flat|MS|Mississippi|Benton|34.616|-89.1913|38633|714|287.8|America/Chicago
Allenhurst|GA|Georgia|Liberty|31.7839|-81.6078|31301,31313|714|252.6|America/New_York
Melbourne|IA|Iowa|Marshall|41.9416|-93.1023|50162|714|522.1|America/Chicago
Nelsonville|NY|New York|Putnam|41.4291|-73.9466|10516|714|266.7|America/New_York
Tekoa|WA|Washington|Whitman|47.2248|-117.0731|99033|714|224.9|America/Los_Angeles
Plandome Manor|NY|New York|Nassau|40.8147|-73.6984|11030,11050|713|508.2|America/New_York
Sunset Valley|TX|Texas|Travis|30.2258|-97.8158|78745,78735|713|197.2|America/Chicago
Beverly|WV|West Virginia|Randolph|38.8443|-79.8717|26253|713|658.3|America/New_York
Laytonville|CA|California|Mendocino|39.6715|-123.4945|95454|713|51.3|America/Los_Angeles
Umapine|OR|Oregon|Umatilla|45.976|-118.501|97862|713|83|America/Los_Angeles
Plains|GA|Georgia|Sumter|32.0331|-84.3946|31780|713|338.2|America/New_York
Valley Bend|WV|West Virginia|Randolph|38.7694|-79.928|26293|713|195.6|America/New_York
Encore at Monroe|NJ|New Jersey|Middlesex|40.3197|-74.4663|8831|713|903|America/New_York
Asharoken|NY|New York|Suffolk|40.9381|-73.3816|11768|712|193.3|America/New_York
Ryland Heights|KY|Kentucky|Kenton|38.9701|-84.4607|41015|712|52|America/New_York
Marine on St. Croix|MN|Minnesota|Washington|45.1983|-92.7783|55047|712|70.3|America/Chicago
White River|SD|South Dakota|Mellette|43.5671|-100.7449|57579|712|527.8|America/Chicago
Pittsford|MI|Michigan|Hillsdale|41.8619|-84.4771|49271|711|144.1|America/Detroit
Dudley|GA|Georgia|Laurens|32.532|-83.0805|31022|711|80.5|America/New_York
Van Dyne|WI|Wisconsin|Fond du Lac|43.8862|-88.5012|54979|711|348.2|America/Chicago
Dobbins Heights|NC|North Carolina|Richmond|34.9068|-79.6933|28345|711|311|America/New_York
Leighton|AL|Alabama|Colbert|34.6941|-87.5282|35646|711|127.3|America/Chicago
Ivanhoe|VA|Virginia|Wythe|36.8428|-80.9683|24350|711|102.5|America/New_York
East Herkimer|NY|New York|Herkimer|43.0316|-74.9636|13350|711|230|America/New_York
Sullivan|WI|Wisconsin|Jefferson|43.0118|-88.5903|53178|711|241.6|America/Chicago
Cotton Valley|LA|Louisiana|Webster|32.8135|-93.4228|71018|711|104.3|America/Chicago
Flat Lick|KY|Kentucky|Knox|36.8353|-83.7598|40935|711|57.4|America/New_York
Golden|IL|Illinois|Adams|40.1104|-91.0193|62339|711|427.3|America/Chicago
Gideon|MO|Missouri|New Madrid|36.4489|-89.9128|63848|711|153.4|America/Chicago
Perry|MO|Missouri|Ralls|39.43|-91.6662|63462|710|198.3|America/Chicago
Augusta|IL|Illinois|Hancock|40.2307|-90.95|62311|710|396.6|America/Chicago
Williamson|GA|Georgia|Pike|33.1777|-84.3581|30292|710|203.8|America/New_York
Bowen|IL|Illinois|Hancock|40.2321|-91.0633|62316|710|640.6|America/Chicago
Wellsburg|IA|Iowa|Grundy|42.4339|-92.9266|50680|710|249.7|America/Chicago
Holcomb|MO|Missouri|Dunklin|36.4022|-90.0249|63852|710|470.2|America/Chicago
Santa Fe Foothills|NM|New Mexico|Santa Fe|35.6279|-105.898|87505|710|33.1|America/Denver
Summerton|SC|South Carolina|Clarendon|33.6013|-80.3527|29148|709|202.1|America/New_York
Heidelberg|MS|Mississippi|Jasper|31.8897|-88.9878|39439|709|53.5|America/Chicago
Vineland|MN|Minnesota|Mille Lacs|46.1832|-93.7822|56359|709|29.4|America/Chicago
Shelby|NE|Nebraska|Polk|41.194|-97.426|68662|709|508.1|America/Chicago
Notus|ID|Idaho|Canyon|43.7267|-116.7998|83656,83607|709|772.5|America/Boise
Clallam Bay|WA|Washington|Clallam|48.2534|-124.2579|98326|709|484.8|America/Los_Angeles
Ocracoke|NC|North Carolina|Hyde|35.1264|-75.9212|27960|709|31.8|America/New_York
St. Joseph|LA|Louisiana|Tensas|31.9203|-91.24|71366|709|307.5|America/Chicago
Horseshoe Bend|TX|Texas|Parker|32.5752|-97.8782|76087|709|166.2|America/Chicago
Jamestown|PA|Pennsylvania|Mercer|41.4843|-80.437|16134|709|328.6|America/New_York
Penns Creek|PA|Pennsylvania|Snyder|40.8631|-77.0562|17862,17842|709|373.1|America/New_York
Medway|OH|Ohio|Clark|39.8837|-84.0135|45341|709|573.5|America/New_York
Gaston|IN|Indiana|Delaware|40.314|-85.501|47342|709|512|America/Indiana/Indianapolis
Paradis|LA|Louisiana|St. Charles|29.868|-90.4397|70080|709|42.6|America/Chicago
Armstrong|IA|Iowa|Emmet|43.3944|-94.4836|50514|709|309.7|America/Chicago
Malott|WA|Washington|Okanogan|48.2918|-119.6955|98840,98829|708|148.4|America/Los_Angeles
Tannersville|NY|New York|Greene|42.1936|-74.135|12485|708|244.4|America/New_York
Clarks|LA|Louisiana|Caldwell|32.0288|-92.1408|71415,71435|708|284.8|America/Chicago
Ventura|IA|Iowa|Cerro Gordo|43.1282|-93.462|50428,50482|708|153.7|America/Chicago
Doyle|CA|California|Lassen|40.0275|-120.1173|96109|708|44.7|America/Los_Angeles
Harmony|IN|Indiana|Clay|39.5337|-87.073|47853,47834|708|332.4|America/Indiana/Indianapolis
North City|IL|Illinois|Franklin|37.9918|-89.0635|62865,62822,62825,62812|708|125.9|America/Chicago
Wilson|LA|Louisiana|East Feliciana|30.9236|-91.109|70789|708|100.8|America/Chicago
Hoffman|MN|Minnesota|Grant|45.8345|-95.787|56339|708|130.3|America/Chicago
Ducor|CA|California|Tulare|35.8927|-119.047|93218|707|490.2|America/Los_Angeles
Reardan|WA|Washington|Lincoln|47.6698|-117.878|99029|707|550|America/Los_Angeles
San Miguel|NM|New Mexico|Doña Ana|32.1535|-106.7269|88044|707|119.2|America/Denver
Long Grove|IA|Iowa|Scott|41.6923|-90.5803|52756|707|237.1|America/Chicago
Poulan|GA|Georgia|Worth|31.5145|-83.7898|31781|707|163.1|America/New_York
Ponca|NE|Nebraska|Dixon|42.5649|-96.7092|68770|707|354.9|America/Chicago
Bertrand|MO|Missouri|Mississippi|36.9081|-89.45|63823|707|331.4|America/Chicago
Anguilla|MS|Mississippi|Sharkey|32.9719|-90.8284|38721|707|264.1|America/Chicago
Tovey|IL|Illinois|Christian|39.5883|-89.4486|62570|707|436.5|America/Chicago
Peeples Valley|AZ|Arizona|Yavapai|34.2773|-112.7653|86332|707|18|America/Phoenix
Tranquillity|CA|California|Fresno|36.648|-120.2526|93668|707|442.1|America/Los_Angeles
Hightsville|NC|North Carolina|New Hanover|34.2667|-77.9344|28401|707|187.2|America/New_York
South Cle Elum|WA|Washington|Kittitas|47.1862|-120.9526|98943,98922|707|679|America/Los_Angeles
San Antonito|NM|New Mexico|Bernalillo|35.1574|-106.3475|87008,87047|706|111.5|America/Denver
Ariton|AL|Alabama|Dale|31.5978|-85.7131|36311|706|53.6|America/Chicago
Russellville|OH|Ohio|Brown|38.8674|-83.7879|45168|706|373.7|America/New_York
Louise|TX|Texas|Wharton|29.1118|-96.4123|77455|706|40.8|America/Chicago
Jay|FL|Florida|Santa Rosa|30.9504|-87.1523|32565|706|164.2|America/Chicago
Hamersville|OH|Ohio|Brown|38.9189|-83.9853|45130|706|622.9|America/New_York
Kelly|NC|North Carolina|Bladen|34.4639|-78.3109|28448|706|23.5|America/New_York
Aaronsburg|PA|Pennsylvania|Centre|40.9042|-77.4513|16820|706|307.9|America/New_York
Washington|OK|Oklahoma|McClain|35.0582|-97.4923|73093|706|186.1|America/Chicago
Clarks Hill|IN|Indiana|Tippecanoe|40.2472|-86.7243|47930|706|631|America/Indiana/Indianapolis
New Hope|TX|Texas|Collin|33.2116|-96.5635|75071|705|189.8|America/Chicago
Malta|OH|Ohio|Morgan|39.6515|-81.864|43758|705|645|America/New_York
Sherrard|IL|Illinois|Mercer|41.3109|-90.4991|61281|705|293.4|America/Chicago
Cedarville|IL|Illinois|Stephenson|42.3757|-89.6362|61013|705|590.1|America/Chicago
Ruby|MI|Michigan|St. Clair|43.0323|-82.6118|48049|705|72.6|America/Detroit
Spring Lake|UT|Utah|Utah|40.006|-111.7503|84651|705|166.2|America/Denver
Foristell|MO|Missouri|St. Charles|38.8156|-90.9627|63348|705|44.8|America/Chicago
Many Farms|AZ|Arizona|Apache|36.3532|-109.6271|86538|705|33.4|America/Denver
North San Pedro|TX|Texas|Nueces|27.8027|-97.682|78380|705|1548.4|America/Chicago
Masthope|PA|Pennsylvania|Pike|41.5155|-75.0257|18435|704|52|America/New_York
Kiowa|CO|Colorado|Elbert|39.3436|-104.458|80117|704|317.8|America/Denver
University Park|IA|Iowa|Mahaska|41.2856|-92.615|52595,52577|704|349.2|America/Chicago
Blooming Glen|PA|Pennsylvania|Bucks|40.3695|-75.2482|18944|704|316.1|America/New_York
Cullen|LA|Louisiana|Webster|32.9699|-93.4464|71021,71075|704|235.8|America/Chicago
Chester|MT|Montana|Liberty|48.5113|-110.9663|59522|704|558.1|America/Denver
Highland Hills|OH|Ohio|Cuyahoga|41.4507|-81.5191|44128,44122|704|138.8|America/New_York
McDonald Chapel|AL|Alabama|Jefferson|33.519|-86.9385|35224|704|255.5|America/Chicago
Lincoln Heights|OH|Ohio|Richland|40.7673|-82.4795|44905|704|510.9|America/New_York
Minneola|KS|Kansas|Clark|37.4421|-100.0131|67865|703|590.8|America/Chicago
Greensburg|KS|Kansas|Kiowa|37.6049|-99.2895|67054|703|151.7|America/Chicago
LaMoure|ND|North Dakota|LaMoure|46.3574|-98.2966|58458|703|202.1|America/Chicago
Olanta|SC|South Carolina|Florence|33.9357|-79.932|29114|703|269.5|America/New_York
Boswell|IN|Indiana|Benton|40.5173|-87.3754|47921|703|307|America/Indiana/Indianapolis
Millersburg|KY|Kentucky|Bourbon|38.304|-84.145|40311,40348|703|662.5|America/New_York
Matherville|IL|Illinois|Mercer|41.2594|-90.6055|61263|703|694.2|America/Chicago
Saltsburg|PA|Pennsylvania|Indiana|40.4848|-79.448|15681|703|967.8|America/New_York
Kearney Park|MS|Mississippi|Madison|32.5897|-90.3158|39071|703|101|America/Chicago
Turbeville|SC|South Carolina|Clarendon|33.8895|-80.0161|29162|703|202.6|America/New_York
Dighton|KS|Kansas|Lane|38.481|-100.4663|67839|703|313|America/Chicago
Wheatland|PA|Pennsylvania|Mercer|41.1969|-80.4958|16161,16159|703|310.9|America/New_York
Cromwell|IN|Indiana|Noble|41.4033|-85.6142|46732|703|488.3|America/Indiana/Indianapolis
Loraine|TX|Texas|Mitchell|32.4087|-100.7125|79532|702|260.8|America/Chicago
Boyden|IA|Iowa|Sioux|43.1892|-96.0032|51234|702|396.4|America/Chicago
Parkin|AR|Arkansas|Cross|35.2629|-90.553|72373|702|106|America/Chicago
South Mount Vernon|OH|Ohio|Knox|40.3823|-82.5018|43050|702|543.9|America/New_York
Peters|CA|California|San Joaquin|37.9763|-121.0439|95236|702|107.3|America/Los_Angeles
Hardin|TX|Texas|Liberty|30.1493|-94.7377|77575,77561|702|104.6|America/Chicago
Scalp Level|PA|Pennsylvania|Cambria|40.2495|-78.8442|15963|702|405.4|America/New_York
Aroma Park|IL|Illinois|Kankakee|41.0788|-87.8011|60901,60910,60964|702|144|America/Chicago
Botsford|CT|Connecticut|Western Connecticut|41.3589|-73.2671|6470|702|333.6|America/New_York
Avella|PA|Pennsylvania|Washington|40.2737|-80.4672|15312|702|300.7|America/New_York
Pultneyville|NY|New York|Wayne|43.2739|-77.1814|14589,14538|702|115.6|America/New_York
Millerstown|PA|Pennsylvania|Perry|40.5543|-77.153|17062|701|320.2|America/New_York
Underwood|ND|North Dakota|McLean|47.455|-101.1417|58576|701|266.8|America/Chicago
Fieldsboro|NJ|New Jersey|Burlington|40.1364|-74.7315|8505|701|864.4|America/New_York
Onaway|MI|Michigan|Presque Isle|45.3589|-84.2274|49765|701|166.2|America/Detroit
Etna|CA|California|Siskiyou|41.4582|-122.8945|96027|701|353.2|America/Los_Angeles
Humphrey|NE|Nebraska|Platte|41.6884|-97.4852|68642|701|521.5|America/Chicago
Parcelas Nuevas|PR|Puerto Rico|Cidra|18.14|-66.1702|00736,00739|701|421.2|America/Puerto_Rico
Rivesville|WV|West Virginia|Marion|39.5319|-80.1205|26588|701|516.2|America/New_York
Christiansburg|OH|Ohio|Champaign|40.0568|-84.0255|45389|701|405.2|America/New_York
Pena Blanca|NM|New Mexico|Sandoval|35.5709|-106.3319|87041|701|39.3|America/Denver
Hollow Rock|TN|Tennessee|Carroll|36.0355|-88.274|38342|701|160|America/Chicago
Clarissa|MN|Minnesota|Todd|46.1284|-94.949|56440|700|266.4|America/Chicago
Swansea|SC|South Carolina|Lexington|33.7397|-81.1052|29160|700|129.5|America/New_York
Oneida Castle|NY|New York|Oneida|43.0812|-75.6331|13421|700|534.2|America/New_York
Green Valley|IL|Illinois|Tazewell|40.4072|-89.6443|61534|700|409.7|America/Chicago
Noatak|AK|Alaska|Northwest Arctic|67.5986|-163.0309|99761|700|16.9|America/Nome
Siren|WI|Wisconsin|Burnett|45.7826|-92.3823|54872|700|198.8|America/Chicago
Roche Harbor|WA|Washington|San Juan|48.6079|-123.1347|98250|700|67.3|America/Los_Angeles
Shoals|IN|Indiana|Martin|38.6669|-86.7938|47581|700|148.2|America/Indiana/Vincennes
Wickliffe|KY|Kentucky|Ballard|36.9666|-89.0813|42087|700|174.2|America/Chicago
Washingtonville|OH|Ohio|Columbiana|40.8991|-80.7678|44490|700|404.3|America/New_York
Hometown|WV|West Virginia|Putnam|38.5289|-81.8552|25168,25109|699|336.4|America/New_York
North Lynbrook|NY|New York|Nassau|40.6685|-73.6736|11563|699|3261.3|America/New_York
North Topsail Beach|NC|North Carolina|Onslow|34.4931|-77.434|28460|699|43.4|America/New_York
Raleigh|FL|Florida|Levy|29.4479|-82.468|32696|699|138.9|America/New_York
Elmwood|WI|Wisconsin|Pierce|44.78|-92.1491|54740|699|178.1|America/Chicago
Lake Winola|PA|Pennsylvania|Wyoming|41.5105|-75.8509|18625,18419|699|175.1|America/New_York
Oconomowoc Lake|WI|Wisconsin|Waukesha|43.0975|-88.4521|53066|699|140.5|America/Chicago
Mill Creek|WV|West Virginia|Randolph|38.7319|-79.9725|26280|699|591.2|America/New_York
Hill City|SD|South Dakota|Pennington|43.9337|-103.5694|57745|699|205.7|America/Denver
Mount Calvary|WI|Wisconsin|Fond du Lac|43.8263|-88.2461|53057|699|255.5|America/Chicago
Hazleton|IA|Iowa|Buchanan|42.6178|-91.9057|50641|698|337.2|America/Chicago
Lake Benton|MN|Minnesota|Lincoln|44.2642|-96.2891|56149|698|84|America/Chicago
Florien|LA|Louisiana|Sabine|31.448|-93.4583|71429|698|120.7|America/Chicago
Island Pond|VT|Vermont|Essex|44.8125|-71.8862|5846|698|64.1|America/New_York
Tigerton|WI|Wisconsin|Shawano|44.7409|-89.0459|54486|698|147.7|America/Chicago
Rockland|WI|Wisconsin|La Crosse|43.9077|-90.9165|54653,54614|698|404.9|America/Chicago
Grantsboro|NC|North Carolina|Pamlico|35.1449|-76.8447|28529|698|69.9|America/New_York
